"adppos","adpneg","numStalls","q264","q396","q594","q891","q1337","q2085","q3127","isMobile","isDesktop"
0.00266856303012009,0.00325731389470359,0.00200752718304107,0.00470412287718038,0.00114463985138636,0.00212371693634742,0.00356914161162585,0.0068306889525192,0.0204501027193348,0.961183301105035,0,1
0.0115554777398161,0.0127250900727434,0.00629036354400971,0.0166007728031342,0.020844731877221,0.0944929295769583,0.745304785574282,0.109612192511433,0.00675220865684651,0.00640794844350925,0,1
0.0120382101946466,0.012895010209617,0.00485347455084374,0.0125093345159944,0.0081027178404663,0.0174937883948212,0.0499569056731109,0.42822373096377,0.418974996973155,0.0647531229108281,0,1
0.00721757643239028,0.0080700640756134,0.0348373750357347,0.301481090713095,0.0579623787605159,0.0754340570453784,0.102424078440884,0.0855199846900658,0.0809554316810869,0.296208773278598,1,0
0.00123121392271601,0.00192333767194826,0.0653192822716551,0.969441054842108,0.0206883914653236,0.00315903104232599,0.00154386127224138,0.0012722448473719,0.000983931585736912,0.00291020540687744,0,1
0.0160573871638828,0.0168653082549517,0.0109818735463552,0.126143885226441,0.321913129784179,0.417274369800903,0.0876222456797321,0.0300348211144073,0.00740746346936467,0.00960847324848797,0,1
